cov	cov	cov	env	indid	cov
0	0	0	1	06D01609	0
0	0	0	0	06D01610	0
0	0	0	0	06D01611	0
0	0	0	0	06D01615	0
0	0	0	0	06D01617	0
0	0	0	0	06D01618	0
0	0	0	0	06D01619	0
0	0	0	0	06D01621	0
0	0	0	0	06D01626	0
0	0	0	0	06D01627	0
0	0	0	0	06D01629	0
0	0	0	0	06D01630	0
0	0	0	0	06D01653	0
0	0	0	0	06D01655	0
0	0	0	0	06D01658	0
0	0	0	0	06D01659	0
0	0	0	0	06D01671	0
0	0	0	0	06D01673	0
0	0	0	0	06D01674	0
0	0	0	0	06D01675	0
0	0	0	NA	06D01676	0
0	0	0	0	06D01677	0
0	0	0	0	06D01678	0
0	0	0	0	06D01679	0
0	0	0	0	06D01680	0
0	0	0	0	06D01681	0
0	0	0	0	06D01683	0
0	0	0	0	06D01688	0
0	0	0	0	06D01806	0
0	0	0	0	06D01809	0
0	0	0	1	06D01812	0
0	0	0	0	06D01813	0
0	0	0	0	06D01814	0
0	0	0	0	06D01819	0
0	0	0	0	06D01820	0
0	0	0	0	06D01825	0
0	0	0	0	06D01828	0
0	0	0	0	06D01838	0
0	0	0	0	06D01842	0
0	0	0	0	06D01844	0
0	0	0	0	06D01845	0
0	0	0	0	06D01847	0
0	0	0	0	06D01856	0
0	0	0	0	06D01858	0
0	0	0	0	06D01865	0
0	0	0	0	06D01867	0
0	0	0	0	06D01868	0
0	0	0	0	06D01879	0
0	0	0	0	06D01884	0
0	0	0	0	06D01885	0
0	0	0	1	06D01889	0
0	0	0	0	06D01890	0
0	0	0	0	06D01891	0
0	0	0	0	06D01892	0
0	0	0	0	06D01903	0
0	0	0	0	06D01904	0
0	0	0	0	06D01906	0
0	0	0	0	06D01907	0
0	0	0	0	06D01908	0
0	0	0	1	06D01912	0
0	0	0	0	06D01917	0
0	0	0	0	06D01919	0
0	0	0	0	06D01920	0
0	0	0	0	06D01927	0
0	0	0	0	06D01928	0
0	0	0	0	06D01929	0
0	0	0	0	06D01930	0
0	0	0	0	06D01931	0
0	0	0	0	06D01932	0
0	0	0	0	06D01935	0
0	0	0	0	06D01937	0
0	0	0	0	06D01939	0
0	0	0	0	06D01940	0
0	0	0	0	06D01947	0
0	0	0	1	06D01948	0
0	0	0	1	06D01950	0
0	0	0	0	06D01953	0
0	0	0	0	06D01955	0
0	0	0	0	06D01956	0
0	0	0	0	06D01960	0
0	0	0	0	06D01969	0
0	0	0	0	06D01970	0
0	0	0	0	06D01971	0
0	0	0	0	06D01972	0
0	0	0	0	06D01973	0
0	0	0	0	06D01975	0
0	0	0	0	06D01976	0
0	0	0	0	06D01980	0
0	0	0	0	06D01983	0
0	0	0	0	06D01985	0
0	0	0	0	06D01991	0
0	0	0	0	06D01992	0
0	0	0	0	06D01993	0
0	0	0	0	06D01994	0
0	0	0	1	06D02066	0
0	0	0	NA	06D02067	0
0	0	0	0	06D02069	0
0	0	0	0	06D02081	0
0	0	0	0	06D02082	0
0	0	0	0	06D02083	0
0	0	0	0	06D02085	0
0	0	0	0	06D02089	0
0	0	0	0	06D02090	0
0	0	0	0	06D02095	0
0	0	0	0	06D02098	0
0	0	0	0	06D02099	0
0	0	0	0	06D02100	0
0	0	0	0	06D02103	0
0	0	0	0	06D02104	0
0	0	0	0	06D02106	0
0	0	0	0	06D02107	0
0	0	0	0	06D02109	0
0	0	0	0	06D02110	0
0	0	0	0	06D02112	0
0	0	0	0	06D02114	0
0	0	0	0	06D02115	0
0	0	0	0	06D02116	0
0	0	0	0	06D02117	0
0	0	0	0	06D02126	0
0	0	0	0	06D02128	0
0	0	0	0	06D02129	0
0	0	0	0	06D02130	0
0	0	0	0	06D02131	0
0	0	0	0	06D02132	0
0	0	0	0	06D02134	0
0	0	0	0	06D02135	0
0	0	0	0	06D02137	0
0	0	0	0	06D02140	0
0	0	0	0	06D02141	0
0	0	0	1	06D02143	0
0	0	0	0	06D02147	0
0	0	0	0	06D02148	0
0	0	0	0	06D02149	0
0	0	0	0	06D02165	0
0	0	0	0	06D02166	0
0	0	0	0	06D02168	0
0	0	0	0	06D02169	0
0	0	0	0	06D02170	0
0	0	0	0	06D02174	0
0	0	0	0	06D02178	0
0	0	0	0	06D02179	0
0	0	0	1	06D02181	0
0	0	0	0	06D02182	0
0	0	0	0	06D02185	0
0	0	0	0	06D02191	0
0	0	0	0	06D02192	0
0	0	0	0	06D02196	0
0	0	0	0	06D02197	0
0	0	0	0	06D02198	0
0	0	0	0	06D02199	0
0	0	0	0	06D02200	0
0	0	0	0	06D02202	0
0	0	0	0	06D02204	0
0	0	0	0	06D02208	0
0	0	0	0	06D02209	0
0	0	0	0	06D02211	0
0	0	0	0	06D02227	0
0	0	0	0	06D02228	0
0	0	0	0	06D02229	0
0	0	0	0	06D02232	0
0	0	0	0	06D02235	0
0	0	0	0	06D02236	0
0	0	0	0	06D02241	0
0	0	0	0	06D02242	0
0	0	0	NA	06D02244	0
0	0	0	0	06D02245	0
0	0	0	0	06D02246	0
0	0	0	0	06D02247	0
0	0	0	0	06D02248	0
0	0	0	0	06D02251	0
0	0	0	0	06D02253	0
0	0	0	0	06D02254	0
0	0	0	0	06D02607	0
0	0	0	0	06D02610	0
0	0	0	0	06D02611	0
0	0	0	0	06D02612	0
0	0	0	0	06D02613	0
0	0	0	1	06D02614	0
0	0	0	0	06D02618	0
0	0	0	0	06D02622	0
0	0	0	0	06D02624	0
0	0	0	0	06D02626	0
0	0	0	0	06D02627	0
0	0	0	0	06D02631	0
0	0	0	0	06D02632	0
0	0	0	0	06D02633	0
0	0	0	0	06D02634	0
0	0	0	0	06D02635	0
0	0	0	0	06D02636	0
0	0	0	1	06D02637	0
0	0	0	0	06D02638	0
0	0	0	0	06D02639	0
0	0	0	0	06D02640	0
0	0	0	1	06D02642	0
0	0	0	0	06D02644	0
0	0	0	0	06D02647	0
0	0	0	0	06D02652	0
0	0	0	1	06D02653	0
0	0	0	0	06D02655	0
0	0	0	0	06D02657	0
0	0	0	0	06D02659	0
0	0	0	0	06D02663	0
0	0	0	NA	06D02673	0
0	0	0	0	06D02674	0
0	0	0	NA	06D02675	0
0	0	0	0	06D02676	0
0	0	0	0	06D02679	0
0	0	0	0	06D02685	0
0	0	0	0	06D02686	0
0	0	0	1	06D02690	0
0	0	0	0	06D02691	0
0	0	0	1	06D02692	0
0	0	0	0	06D02693	0
0	0	0	0	06D02695	0
0	0	0	0	06D02704	0
0	0	0	0	06D02705	0
0	0	0	0	06D02715	0
0	0	0	1	06D02716	0
0	0	0	0	06D02720	0
0	0	0	0	06D02721	0
0	0	0	0	06D02726	0
0	0	0	0	06D02727	0
0	0	0	0	06D02729	0
0	0	0	1	06D02730	0
0	0	0	0	06D02731	0
0	0	0	0	06D02734	0
0	0	0	1	06D02735	0
0	0	0	0	06D02736	0
0	0	0	0	06D02737	0
0	0	0	0	06D02738	0
0	0	0	0	06D02739	0
0	0	0	0	06D02744	0
0	0	0	0	06D02745	0
0	0	0	0	06D02746	0
0	0	0	0	06D02747	0
0	0	0	0	06D02749	0
0	0	0	1	06D02753	0
0	0	0	0	06D02754	0
0	0	0	1	06D02755	0
0	0	0	0	06D02756	0
0	0	0	1	06D02757	0
0	0	0	0	06D02758	0
0	0	0	0	06D02760	0
0	0	0	0	06D02761	0
0	0	0	0	06D02762	0
0	0	0	0	06D02763	0
0	0	0	0	06D02765	0
0	0	0	1	06D02766	0
0	0	0	0	06D02769	0
0	0	0	0	06D02770	0
0	0	0	0	06D02773	0
0	0	0	0	06D02775	0
0	0	0	0	06D02785	0
0	0	0	0	06D02789	0
0	0	0	0	06D03224	0
0	0	0	0	06D03225	0
0	0	0	0	06D03227	0
0	0	0	0	06D03229	0
0	0	0	0	06D03230	0
0	0	0	0	06D03231	0
0	0	0	0	06D03241	0
0	0	0	0	06D03250	0
0	0	0	0	06D03252	0
0	0	0	0	06D03253	0
0	0	0	0	06D03255	0
0	0	0	0	06D03257	0
0	0	0	1	06D03258	0
0	0	0	0	06D03262	0
0	0	0	1	06D03264	0
0	0	0	0	06D03265	0
0	0	0	0	06D03269	0
0	0	0	0	06D03270	0
0	0	0	0	06D03271	0
0	0	0	0	06D03272	0
0	0	0	0	06D03286	0
0	0	0	1	06D03293	0
0	0	0	0	06D03294	0
0	0	0	0	06D03296	0
0	0	0	0	06D03297	0
0	0	0	0	06D03298	0
0	0	0	0	06D03299	0
0	0	0	0	06D03300	0
0	0	0	0	06D03301	0
0	0	0	0	06D03303	0
0	0	0	0	06D03304	0
0	0	0	0	06D03306	0
0	0	0	0	06D03310	0
0	0	0	1	06D03313	0
0	0	0	1	06D03314	0
0	0	0	0	06D03317	0
0	0	0	1	06D03318	0
0	0	0	NA	06D03320	0
0	0	0	0	06D03324	0
0	0	0	0	06D03331	0
0	0	0	0	06D03332	0
0	0	0	0	06D03339	0
0	0	0	0	06D03343	0
0	0	0	0	06D03345	0
0	0	0	0	06D03346	0
0	0	0	0	06D03350	0
0	0	0	0	06D03351	0
0	0	0	0	06D03353	0
0	0	0	0	06D03358	0
0	0	0	0	06D03359	0
0	0	0	0	06D03375	0
0	0	0	0	06D03379	0
0	0	0	0	06D03380	0
0	0	0	0	06D03389	0
0	0	0	0	06D03391	0
0	0	0	0	06D03393	0
0	0	0	1	06D03395	0
0	0	0	0	06D03396	0
0	0	0	0	06D03399	0
0	0	0	0	06D03407	0
0	0	0	0	06D03409	0
0	0	0	0	06D03898	0
0	0	0	0	06D03899	0
0	0	0	0	06D03903	0
0	0	0	0	06D03904	0
0	0	0	0	06D03908	0
0	0	0	0	06D03909	0
0	0	0	0	06D03911	0
0	0	0	0	06D03913	0
0	0	0	1	06D03914	0
0	0	0	0	06D03915	0
0	0	0	0	06D03916	0
0	0	0	0	06D03932	0
0	0	0	0	06D03934	0
0	0	0	1	06D03935	0
0	0	0	0	06D03943	0
0	0	0	0	06D03944	0
0	0	0	0	06D03945	0
0	0	0	0	06D03946	0
0	0	0	0	06D03947	0
0	0	0	0	06D03948	0
0	0	0	0	06D03949	0
0	0	0	0	06D03950	0
0	0	0	0	06D03951	0
0	0	0	0	06D03952	0
0	0	0	2	06D03955	0
0	0	0	0	06D03956	0
0	0	0	0	06D03957	0
0	0	0	0	06D03958	0
0	0	0	0	06D03968	0
0	0	0	0	06D03969	0
0	0	0	0	06D03971	0
0	0	0	1	06D03973	0
0	0	0	0	06D03977	0
0	0	0	0	06D03978	0
0	0	0	0	06D03980	0
0	0	0	0	06D03981	0
0	0	0	0	06D03982	0
0	0	0	1	06D03988	0
0	0	0	0	06D04008	0
0	0	0	0	06D04009	0
0	0	0	0	06D04010	0
0	0	0	0	06D04026	0
0	0	0	0	06D04027	0
0	0	0	0	06D04028	0
0	0	0	1	06D04029	0
0	0	0	0	06D04031	0
0	0	0	0	06D04032	0
0	0	0	0	06D04036	0
0	0	0	0	06D04038	0
0	0	0	0	06D04040	0
0	0	0	0	06D04041	0
0	0	0	0	06D04055	0
0	0	0	0	06D04056	0
0	0	0	0	06D04058	0
0	0	0	0	06D04059	0
0	0	0	2	06D04060	0
0	0	0	NA	06D04062	0
0	0	0	0	06D04063	0
0	0	0	0	06D04064	0
0	0	0	0	06D04065	0
0	0	0	0	06D04073	0
0	0	0	0	06D04075	0
0	0	0	0	06D04076	0
0	0	0	1	06D04077	0
0	0	0	0	06D04078	0
0	0	0	1	06D04080	0
0	0	0	0	06D04081	0
0	0	0	0	06D04082	0
0	0	0	0	06D04171	0
0	0	0	0	06D04173	0
0	0	0	0	06D04174	0
0	0	0	0	06D04176	0
0	0	0	0	06D04177	0
0	0	0	0	06D04178	0
0	0	0	0	06D04180	0
0	0	0	0	06D04181	0
0	0	0	0	06D04182	0
0	0	0	0	06D04194	0
0	0	0	0	06D04195	0
0	0	0	1	06D04196	0
0	0	0	0	06D04197	0
0	0	0	0	06D04198	0
0	0	0	0	06D04199	0
0	0	0	0	06D04200	0
0	0	0	0	06D04202	0
0	0	0	0	06D04203	0
0	0	0	0	06D04204	0
0	0	0	0	06D04205	0
0	0	0	1	06D04206	0
0	0	0	0	06D04207	0
0	0	0	0	06D04208	0
0	0	0	0	06D04209	0
0	0	0	0	06D04211	0
0	0	0	0	06D04215	0
0	0	0	0	06D04219	0
0	0	0	0	06D04220	0
0	0	0	0	06D04221	0
0	0	0	0	06D04222	0
0	0	0	0	06D04223	0
0	0	0	0	06D04224	0
0	0	0	0	06D04225	0
0	0	0	1	06D04226	0
0	0	0	0	06D04227	0
0	0	0	0	06D04229	0
0	0	0	0	06D04231	0
0	0	0	0	06D04233	0
0	0	0	0	06D04240	0
0	0	0	0	06D04241	0
0	0	0	0	06D04244	0
0	0	0	0	06D04246	0
0	0	0	0	06D04248	0
0	0	0	0	06D04254	0
0	0	0	0	06D04255	0
0	0	0	0	06D04258	0
0	0	0	0	06D04264	0
0	0	0	0	06D04265	0
0	0	0	0	06D04268	0
0	0	0	0	06D04269	0
0	0	0	0	06D04271	0
0	0	0	0	06D04273	0
0	0	0	0	06D04274	0
0	0	0	0	06D04277	0
0	0	0	0	06D04278	0
0	0	0	0	06D04282	0
0	0	0	0	06D04285	0
0	0	0	0	06D04287	0
0	0	0	0	06D04289	0
0	0	0	0	06D04291	0
0	0	0	0	06D04292	0
0	0	0	NA	06D04298	0
0	0	0	1	06D04309	0
0	0	0	0	06D04312	0
0	0	0	0	06D04313	0
0	0	0	0	06D04314	0
0	0	0	0	06D04316	0
0	0	0	0	06D04322	0
0	0	0	0	06D04323	0
0	0	0	0	06D04326	0
0	0	0	0	06D04328	0
0	0	0	0	06D04336	0
0	0	0	1	06D04337	0
0	0	0	0	06D04339	0
0	0	0	0	06D04340	0
0	0	0	0	06D04342	0
0	0	0	1	06D04343	0
0	0	0	0	06D04344	0
0	0	0	0	06D04345	0
0	0	0	0	06D04347	0
0	0	0	0	06D04350	0
0	0	0	0	06D04353	0
0	0	0	0	06D04355	0
0	0	0	0	06D05321	0
0	0	0	0	06D05325	0
0	0	0	0	06D05328	0
0	0	0	0	06D05331	0
0	0	0	0	06D05334	0
0	0	0	0	06D05338	0
0	0	0	1	06D05340	0
0	0	0	0	06D05341	0
0	0	0	0	06D05342	0
0	0	0	0	06D05343	0
0	0	0	0	06D05346	0
0	0	0	0	06D05347	0
0	0	0	0	06D05351	0
0	0	0	0	06D05352	0
0	0	0	0	06D05353	0
0	0	0	0	06D05361	0
0	0	0	0	06D05362	0
0	0	0	0	06D05363	0
0	0	0	0	06D05364	0
0	0	0	0	06D05368	0
0	0	0	0	06D05371	0
0	0	0	0	06D05375	0
0	0	0	0	06D05376	0
0	0	0	1	06D05377	0
0	0	0	0	06D05379	0
0	0	0	0	06D05396	0
0	0	0	0	06D05397	0
0	0	0	0	06D05399	0
0	0	0	0	06D05403	0
0	0	0	0	06D05404	0
0	0	0	0	06D05406	0
0	0	0	0	06D05408	0
0	0	0	0	06D05410	0
0	0	0	1	06D05416	0
0	0	0	0	06D05423	0
0	0	0	0	06D05424	0
0	0	0	0	06D05425	0
0	0	0	0	06D05426	0
0	0	0	0	06D05432	0
0	0	0	0	06D05435	0
0	0	0	0	06D05436	0
0	0	0	0	06D05441	0
0	0	0	0	06D05443	0
0	0	0	0	06D05444	0
0	0	0	0	06D05449	0
0	0	0	0	06D05450	0
0	0	0	0	06D05452	0
0	0	0	0	06D05453	0
0	0	0	0	06D05465	0
0	0	0	0	06D05472	0
0	0	0	0	06D05475	0
0	0	0	1	06D05476	0
0	0	0	0	06D05483	0
0	0	0	0	06D05486	0
0	0	0	0	06D05487	0
0	0	0	0	06D05490	0
0	0	0	0	06D05493	0
0	0	0	0	06D05494	0
0	0	0	1	06D05497	0
0	0	0	0	06D05498	0
0	0	0	0	06D05499	0
0	0	0	0	06D05500	0
0	0	0	0	06D05501	0
0	0	0	0	06D05503	0
0	0	0	0	06D05505	0
0	0	0	0	06D05506	0
0	0	0	0	06D05651	0
0	0	0	0	06D05652	0
0	0	0	0	06D05653	0
0	0	0	0	06D05656	0
0	0	0	0	06D05660	0
0	0	0	1	06D05666	0
0	0	0	1	06D05670	0
0	0	0	0	06D05690	0
0	0	0	0	06D05693	0
0	0	0	1	06D05704	0
0	0	0	0	06D05705	0
0	0	0	1	06D05706	0
0	0	0	0	06D05708	0
0	0	0	1	06D05709	0
0	0	0	1	06D05714	0
0	0	0	0	06D05718	0
0	0	0	0	06D05719	0
0	0	0	0	06D05721	0
0	0	0	0	06D05723	0
0	0	0	0	06D05724	0
0	0	0	0	06D05725	0
0	0	0	0	06D05726	0
0	0	0	0	06D05727	0
0	0	0	0	06D05728	0
0	0	0	0	06D05729	0
0	0	0	0	06D05737	0
0	0	0	0	06D05738	0
0	0	0	0	06D05739	0
0	0	0	0	06D05749	0
0	0	0	0	06D05755	0
0	0	0	1	06D05758	0
0	0	0	0	06D05760	0
0	0	0	0	06D05762	0
0	0	0	1	06D05767	0
0	0	0	0	06D05768	0
0	0	0	0	06D05769	0
0	0	0	0	06D05770	0
0	0	0	0	06D05773	0
0	0	0	0	06D05774	0
0	0	0	0	06D05776	0
0	0	0	0	06D05787	0
0	0	0	0	06D05788	0
0	0	0	0	06D05789	0
0	0	0	0	06D05792	0
0	0	0	0	06D05793	0
0	0	0	0	06D05794	0
0	0	0	0	06D05802	0
0	0	0	NA	06D05803	0
0	0	0	0	06D05804	0
0	0	0	0	06D05813	0
0	0	0	0	06D05814	0
0	0	0	0	06D05816	0
0	0	0	1	06D05818	0
0	0	0	0	06D05819	0
0	0	0	0	06D05822	0
0	0	0	0	06D05828	0
0	0	0	1	06D05829	0
0	0	0	0	06D05836	0
0	0	0	0	06D05837	0
0	0	0	0	06D05973	0
0	0	0	0	06D05975	0
0	0	0	0	06D05976	0
0	0	0	0	06D05977	0
0	0	0	0	06D05985	0
0	0	0	0	06D05992	0
0	0	0	0	06D05994	0
0	0	0	0	06D05995	0
0	0	0	0	06D05999	0
0	0	0	0	06D06000	0
0	0	0	1	06D06001	0
0	0	0	0	06D06003	0
0	0	0	0	06D06005	0
0	0	0	0	06D06006	0
0	0	0	0	06D06008	0
0	0	0	0	06D06021	0
0	0	0	0	06D06023	0
0	0	0	0	06D06026	0
0	0	0	0	06D06029	0
0	0	0	0	06D06030	0
0	0	0	0	06D06033	0
0	0	0	1	06D06034	0
0	0	0	1	06D06037	0
0	0	0	0	06D06041	0
0	0	0	0	06D06042	0
0	0	0	0	06D06046	0
0	0	0	0	06D06048	0
0	0	0	0	06D06050	0
0	0	0	0	06D06051	0
0	0	0	0	06D06052	0
0	0	0	0	06D06053	0
0	0	0	0	06D06062	0
0	0	0	0	06D06063	0
0	0	0	0	06D06064	0
0	0	0	1	06D06066	0
0	0	0	0	06D06067	0
0	0	0	0	06D06073	0
0	0	0	0	06D06074	0
0	0	0	0	06D06076	0
0	0	0	1	06D06079	0
0	0	0	0	06D06080	0
0	0	0	0	06D06081	0
0	0	0	0	06D06085	0
0	0	0	0	06D06086	0
0	0	0	0	06D06088	0
0	0	0	0	06D06089	0
0	0	0	1	06D06090	0
0	0	0	1	06D06091	0
0	0	0	0	06D06096	0
0	0	0	0	06D06097	0
0	0	0	1	06D06098	0
0	0	0	0	06D06099	0
0	0	0	0	06D06107	0
0	0	0	0	06D06108	0
0	0	0	0	06D06109	0
0	0	0	0	06D06110	0
0	0	0	0	06D06112	0
0	0	0	0	06D06117	0
0	0	0	0	06D06119	0
0	0	0	0	06D06121	0
0	0	0	0	06D06125	0
0	0	0	0	06D06128	0
0	0	0	0	06D06129	0
0	0	0	1	06D06130	0
0	0	0	0	06D06131	0
0	0	0	0	06D06134	0
0	0	0	0	06D06136	0
0	0	0	0	06D06137	0
0	0	0	0	06D06138	0
0	0	0	0	06D06152	0
0	0	0	0	06D06153	0
0	0	0	1	06D06154	0
0	0	0	0	06D06155	0
0	0	0	0	06D06156	0
0	0	0	0	06D06157	0
0	0	0	0	06D06165	0
0	0	0	0	06D06166	0
0	0	0	0	06D06167	0
0	0	0	0	06D06168	0
0	0	0	0	06D06169	0
0	0	0	0	06D06170	0
0	0	0	0	06D06171	0
0	0	0	0	06D06172	0
0	0	0	0	06D06173	0
0	0	0	0	06D06174	0
0	0	0	0	06D06175	0
0	0	0	0	06D06176	0
0	0	0	0	06D06177	0
0	0	0	0	06D06178	0
0	0	0	0	06D06179	0
0	0	0	0	06D06182	0
0	0	0	0	06D06183	0
0	0	0	1	06D06184	0
0	0	0	0	06D06185	0
0	0	0	0	06D06186	0
0	0	0	1	06D06187	0
0	0	0	0	06D06188	0
0	0	0	0	06D06190	0
0	0	0	0	06D06191	0
0	0	0	0	06D06192	0
0	0	0	0	06D06193	0
0	0	0	0	06D06194	0
0	0	0	0	06D06195	0
0	0	0	0	06D06196	0
0	0	0	0	06D06197	0
0	0	0	NA	06D06199	0
0	0	0	0	06D06200	0
0	0	0	0	06D06201	0
0	0	0	0	06D06202	0
0	0	0	0	06D06203	0
0	0	0	0	06D06204	0
0	0	0	0	06D06205	0
0	0	0	1	06D06206	0
0	0	0	0	06D06207	0
0	0	0	0	06D06208	0
0	0	0	0	06D06209	0
0	0	0	0	06D06210	0
0	0	0	0	06D06211	0
0	0	0	0	06D06212	0
0	0	0	0	06D06213	0
0	0	0	0	06D06214	0
0	0	0	0	06D06215	0
0	0	0	0	06D06216	0
0	0	0	0	06D06217	0
0	0	0	0	06D06219	0
0	0	0	0	06D06220	0
0	0	0	0	06D06221	0
0	0	0	0	06D06222	0
0	0	0	0	06D06223	0
0	0	0	1	06D06224	0
0	0	0	0	06D06226	0
0	0	0	0	06D06227	0
0	0	0	0	06D06228	0
0	0	0	0	06D06229	0
0	0	0	0	06D06230	0
0	0	0	0	06D06231	0
0	0	0	0	06D06232	0
0	0	0	0	06D06233	0
0	0	0	0	06D06234	0
0	0	0	0	06D06235	0
0	0	0	0	06D06236	0
0	0	0	0	06D06237	0
0	0	0	0	06D06238	0
0	0	0	0	06D06239	0
0	0	0	0	06D06240	0
0	0	0	0	06D06241	0
0	0	0	0	06D06242	0
0	0	0	0	06D06243	0
0	0	0	0	06D06244	0
0	0	0	0	06D06245	0
0	0	0	1	06D06246	0
0	0	0	0	06D06247	0
0	0	0	0	06D06248	0
0	0	0	0	06D06249	0
0	0	0	0	06D06250	0
0	0	0	0	06D06251	0
0	0	0	0	06D06252	0
0	0	0	0	06D06253	0
0	0	0	0	06D06254	0
0	0	0	1	06D06255	0
0	0	0	0	06D06256	0
0	0	0	1	06D06257	0
0	0	0	0	06D06258	0
0	0	0	1	06D06259	0
0	0	0	0	06D06261	0
0	0	0	0	06D06262	0
0	0	0	0	06D06263	0
0	0	0	0	06D06264	0
0	0	0	0	06D06265	0
0	0	0	0	06D06266	0
0	0	0	0	06D06267	0
0	0	0	0	06D06268	0
0	0	0	0	06D06269	0
0	0	0	0	06D06270	0
0	0	0	0	06D06271	0
0	0	0	0	06D06272	0
0	0	0	0	06D06274	0
0	0	0	0	06D06275	0
0	0	0	0	06D06276	0
0	0	0	1	06D06277	0
0	0	0	0	06D06278	0
0	0	0	0	06D06279	0
0	0	0	0	06D06280	0
0	0	0	0	06D06281	0
0	0	0	0	06D06282	0
0	0	0	0	06D06284	0
0	0	0	0	06D06285	0
0	0	0	1	06D06286	0
0	0	0	0	06D06288	0
0	0	0	0	06D06289	0
0	0	0	0	06D06290	0
0	0	0	0	06D06291	0
0	0	0	0	06D06292	0
0	0	0	1	06D06293	0
0	0	0	0	06D06294	0
0	0	0	0	06D06295	0
0	0	0	0	06D06296	0
0	0	0	1	06D06297	0
0	0	0	0	06D06298	0
0	0	0	0	06D06299	0
0	0	0	0	06D06301	0
0	0	0	0	06D06302	0
0	0	0	0	06D06303	0
0	0	0	0	06D06304	0
0	0	0	1	06D06305	0
0	0	0	0	06D06306	0
0	0	0	0	06D06307	0
0	0	0	0	06D06308	0
0	0	0	0	06D06309	0
0	0	0	1	06D06310	0
0	0	0	0	06D06311	0
0	0	0	0	06D06312	0
0	0	0	0	06D06313	0
0	0	0	0	06D06314	0
0	0	0	0	06D06315	0
0	0	0	0	06D06316	0
0	0	0	0	06D06317	0
0	0	0	0	06D06318	0
0	0	0	1	06D06319	0
0	0	0	0	06D06320	0
0	0	0	0	06D06321	0
0	0	0	0	06D06322	0
0	0	0	0	06D06323	0
0	0	0	0	06D06324	0
0	0	0	0	06D06325	0
0	0	0	0	06D06326	0
0	0	0	1	06D06327	0
0	0	0	0	06D06328	0
0	0	0	0	06D06329	0
0	0	0	0	06D06330	0
0	0	0	0	06D06331	0
0	0	0	1	06D06332	0
0	0	0	0	06D06333	0
0	0	0	0	06D06334	0
0	0	0	NA	06D06335	0
0	0	0	1	06D06336	0
0	0	0	0	06D06337	0
0	0	0	0	06D06338	0
0	0	0	0	06D06339	0
0	0	0	0	06D06340	0
0	0	0	0	06D06341	0
0	0	0	0	06D06342	0
0	0	0	0	06D06343	0
0	0	0	0	06D06344	0
0	0	0	0	06D06345	0
0	0	0	0	06D06346	0
0	0	0	0	06D06347	0
0	0	0	0	06D06348	0
0	0	0	0	06D06349	0
0	0	0	0	06D06350	0
0	0	0	0	06D06351	0
0	0	0	0	06D06353	0
0	0	0	0	06D06354	0
0	0	0	0	06D06355	0
0	0	0	0	06D06356	0
0	0	0	0	06D06357	0
0	0	0	0	06D06358	0
0	0	0	0	06D06359	0
0	0	0	0	06D06360	0
0	0	0	0	06D06361	0
0	0	0	0	06D06362	0
0	0	0	0	06D06363	0
0	0	0	0	06D06364	0
0	0	0	0	06D06365	0
0	0	0	0	06D06366	0
0	0	0	0	06D06367	0
0	0	0	0	06D06368	0
0	0	0	0	06D06369	0
0	0	0	0	06D06370	0
0	0	0	0	06D06371	0
0	0	0	1	06D06372	0
0	0	0	0	06D06373	0
0	0	0	0	06D06374	0
0	0	0	0	06D06375	0
0	0	0	0	06D06376	0
0	0	0	0	06D06377	0
0	0	0	0	06D06378	0
0	0	0	0	06D06379	0
0	0	0	0	06D06380	0
0	0	0	1	06D06381	0
0	0	0	0	06D06382	0
0	0	0	0	06D06383	0
0	0	0	1	06D06384	0
0	0	0	0	06D06385	0
0	0	0	1	06D06386	0
0	0	0	0	06D06387	0
0	0	0	0	06D06388	0
0	0	0	0	06D06389	0
0	0	0	0	06D06390	0
0	0	0	0	06D06391	0
0	0	0	0	06D06392	0
0	0	0	0	06D06393	0
0	0	0	0	06D06394	0
0	0	0	0	06D06395	0
0	0	0	0	06D06396	0
0	0	0	0	06D06397	0
0	0	0	0	06D06398	0
0	0	0	0	06D06399	0
0	0	0	1	06D06400	0
0	0	0	0	06D06401	0
0	0	0	0	06D06402	0
0	0	0	0	06D06403	0
0	0	0	0	06D06404	0
0	0	0	0	06D06405	0
0	0	0	0	06D06406	0
0	0	0	0	06D06407	0
0	0	0	0	06D06408	0
0	0	0	0	06D06409	0
0	0	0	0	06D06410	0
0	0	0	0	06D06411	0
0	0	0	NA	06D06412	0
0	0	0	0	06D06413	0
0	0	0	1	06D06414	0
0	0	0	0	06D06415	0
0	0	0	0	06D06416	0
0	0	0	0	06D06418	0
0	0	0	0	06D06419	0
0	0	0	1	06D06420	0
0	0	0	0	06D06421	0
0	0	0	0	06D06422	0
0	0	0	0	06D06423	0
0	0	0	1	06D06424	0
0	0	0	0	06D06425	0
0	0	0	0	06D06426	0
0	0	0	0	06D06427	0
0	0	0	0	06D06428	0
0	0	0	0	06D06429	0
0	0	0	1	06D06430	0
0	0	0	0	06D06431	0
0	0	0	0	06D06432	0
0	0	0	0	06D06433	0
0	0	0	0	06D06434	0
0	0	0	0	06D06435	0
0	0	0	0	06D06436	0
0	0	0	0	06D06437	0
0	0	0	0	06D06438	0
0	0	0	0	06D06439	0
0	0	0	0	06D06440	0
0	0	0	1	06D06441	0
0	0	0	0	06D06442	0
